areaCode,areaName,date,cumCasesBySpecimenDate
E12000005,West Midlands,29/01/2022,1565336
E12000005,West Midlands,28/01/2022,1559106
E12000005,West Midlands,27/01/2022,1551796
E12000005,West Midlands,26/01/2022,1543099
E12000005,West Midlands,25/01/2022,1533059
E12000005,West Midlands,24/01/2022,1522228
E12000005,West Midlands,23/01/2022,1509990
E12000005,West Midlands,22/01/2022,1499850
E12000005,West Midlands,21/01/2022,1491835
E12000005,West Midlands,20/01/2022,1483039
E12000005,West Midlands,19/01/2022,1472991
E12000005,West Midlands,18/01/2022,1461392
E12000005,West Midlands,17/01/2022,1449133
E12000005,West Midlands,16/01/2022,1435171
E12000005,West Midlands,15/01/2022,1424634
E12000005,West Midlands,14/01/2022,1416565
E12000005,West Midlands,13/01/2022,1407786
E12000005,West Midlands,12/01/2022,1397490
E12000005,West Midlands,11/01/2022,1386771
E12000005,West Midlands,10/01/2022,1374856
E12000005,West Midlands,09/01/2022,1361273
E12000005,West Midlands,08/01/2022,1351754
E12000005,West Midlands,07/01/2022,1342522
E12000005,West Midlands,06/01/2022,1330291
E12000005,West Midlands,05/01/2022,1312191
E12000005,West Midlands,04/01/2022,1291033
E12000005,West Midlands,03/01/2022,1265642
E12000005,West Midlands,02/01/2022,1244860
E12000005,West Midlands,01/01/2022,1228953
E12000005,West Midlands,31/12/2021,1218064
E12000005,West Midlands,30/12/2021,1202422
E12000005,West Midlands,29/12/2021,1182573
E12000005,West Midlands,28/12/2021,1160049
E12000005,West Midlands,27/12/2021,1142478
E12000005,West Midlands,26/12/2021,1126588
E12000005,West Midlands,25/12/2021,1117332
E12000005,West Midlands,24/12/2021,1111602
E12000005,West Midlands,23/12/2021,1101046
E12000005,West Midlands,22/12/2021,1089400
E12000005,West Midlands,21/12/2021,1077944
E12000005,West Midlands,20/12/2021,1067979
E12000005,West Midlands,19/12/2021,1059389
E12000005,West Midlands,18/12/2021,1053868
E12000005,West Midlands,17/12/2021,1048689
E12000005,West Midlands,16/12/2021,1042816
E12000005,West Midlands,15/12/2021,1036440
E12000005,West Midlands,14/12/2021,1029457
E12000005,West Midlands,13/12/2021,1023659
E12000005,West Midlands,12/12/2021,1018171
E12000005,West Midlands,11/12/2021,1014700
E12000005,West Midlands,10/12/2021,1011339
E12000005,West Midlands,09/12/2021,1007443
E12000005,West Midlands,08/12/2021,1003155
E12000005,West Midlands,07/12/2021,998723
E12000005,West Midlands,06/12/2021,994302
E12000005,West Midlands,05/12/2021,989425
E12000005,West Midlands,04/12/2021,986173
E12000005,West Midlands,03/12/2021,983008
E12000005,West Midlands,02/12/2021,979422
E12000005,West Midlands,01/12/2021,975643
E12000005,West Midlands,30/11/2021,971544
E12000005,West Midlands,29/11/2021,967163
E12000005,West Midlands,28/11/2021,962754
E12000005,West Midlands,27/11/2021,959620
E12000005,West Midlands,26/11/2021,957211
E12000005,West Midlands,25/11/2021,954028
E12000005,West Midlands,24/11/2021,950519
E12000005,West Midlands,23/11/2021,946673
E12000005,West Midlands,22/11/2021,942873
E12000005,West Midlands,21/11/2021,938673
E12000005,West Midlands,20/11/2021,935503
E12000005,West Midlands,19/11/2021,932481
E12000005,West Midlands,18/11/2021,928971
E12000005,West Midlands,17/11/2021,925194
E12000005,West Midlands,16/11/2021,921228
E12000005,West Midlands,15/11/2021,917127
E12000005,West Midlands,14/11/2021,912893
E12000005,West Midlands,13/11/2021,909871
E12000005,West Midlands,12/11/2021,907283
E12000005,West Midlands,11/11/2021,904203
E12000005,West Midlands,10/11/2021,900900
E12000005,West Midlands,09/11/2021,897283
E12000005,West Midlands,08/11/2021,893920
E12000005,West Midlands,07/11/2021,890131
E12000005,West Midlands,06/11/2021,887379
E12000005,West Midlands,05/11/2021,884915
E12000005,West Midlands,04/11/2021,882508
E12000005,West Midlands,03/11/2021,879621
E12000005,West Midlands,02/11/2021,876618
E12000005,West Midlands,01/11/2021,873522
E12000005,West Midlands,31/10/2021,869503
E12000005,West Midlands,30/10/2021,866520
E12000005,West Midlands,29/10/2021,863579
E12000005,West Midlands,28/10/2021,860288
E12000005,West Midlands,27/10/2021,856721
E12000005,West Midlands,26/10/2021,852897
E12000005,West Midlands,25/10/2021,849586
E12000005,West Midlands,24/10/2021,845754
E12000005,West Midlands,23/10/2021,842804
E12000005,West Midlands,22/10/2021,839964
E12000005,West Midlands,21/10/2021,836510
E12000005,West Midlands,20/10/2021,832774
E12000005,West Midlands,19/10/2021,828282
E12000005,West Midlands,18/10/2021,823633
E12000005,West Midlands,17/10/2021,818580
E12000005,West Midlands,16/10/2021,814710
E12000005,West Midlands,15/10/2021,811459
E12000005,West Midlands,14/10/2021,807754
E12000005,West Midlands,13/10/2021,803458
E12000005,West Midlands,12/10/2021,799258
E12000005,West Midlands,11/10/2021,794886
E12000005,West Midlands,10/10/2021,790265
E12000005,West Midlands,09/10/2021,786741
E12000005,West Midlands,08/10/2021,783754
E12000005,West Midlands,07/10/2021,780276
E12000005,West Midlands,06/10/2021,776266
E12000005,West Midlands,05/10/2021,772214
E12000005,West Midlands,04/10/2021,768258
E12000005,West Midlands,03/10/2021,764146
E12000005,West Midlands,02/10/2021,760696
E12000005,West Midlands,01/10/2021,757909
E12000005,West Midlands,30/09/2021,754909
E12000005,West Midlands,29/09/2021,751365
E12000005,West Midlands,28/09/2021,747805
E12000005,West Midlands,27/09/2021,744169
E12000005,West Midlands,26/09/2021,739933
E12000005,West Midlands,25/09/2021,736543
E12000005,West Midlands,24/09/2021,733513
E12000005,West Midlands,23/09/2021,730168
E12000005,West Midlands,22/09/2021,726398
E12000005,West Midlands,21/09/2021,722641
E12000005,West Midlands,20/09/2021,718753
E12000005,West Midlands,19/09/2021,714555
E12000005,West Midlands,18/09/2021,711328
E12000005,West Midlands,17/09/2021,708703
E12000005,West Midlands,16/09/2021,705895
E12000005,West Midlands,15/09/2021,703032
E12000005,West Midlands,14/09/2021,700245
E12000005,West Midlands,13/09/2021,697353
E12000005,West Midlands,12/09/2021,694282
E12000005,West Midlands,11/09/2021,692200
E12000005,West Midlands,10/09/2021,690122
E12000005,West Midlands,09/09/2021,687503
E12000005,West Midlands,08/09/2021,684535
E12000005,West Midlands,07/09/2021,681523
E12000005,West Midlands,06/09/2021,678166
E12000005,West Midlands,05/09/2021,674466
E12000005,West Midlands,04/09/2021,671817
E12000005,West Midlands,03/09/2021,669159
E12000005,West Midlands,02/09/2021,665994
E12000005,West Midlands,01/09/2021,662812
E12000005,West Midlands,31/08/2021,659458
E12000005,West Midlands,30/08/2021,655869
E12000005,West Midlands,29/08/2021,653079
E12000005,West Midlands,28/08/2021,650906
E12000005,West Midlands,27/08/2021,648695
E12000005,West Midlands,26/08/2021,646028
E12000005,West Midlands,25/08/2021,643100
E12000005,West Midlands,24/08/2021,640043
E12000005,West Midlands,23/08/2021,636965
E12000005,West Midlands,22/08/2021,633684
E12000005,West Midlands,21/08/2021,631198
E12000005,West Midlands,20/08/2021,628621
E12000005,West Midlands,19/08/2021,625884
E12000005,West Midlands,18/08/2021,622837
E12000005,West Midlands,17/08/2021,619597
E12000005,West Midlands,16/08/2021,616419
E12000005,West Midlands,15/08/2021,613270
E12000005,West Midlands,14/08/2021,610859
E12000005,West Midlands,13/08/2021,608533
E12000005,West Midlands,12/08/2021,606062
E12000005,West Midlands,11/08/2021,603122
E12000005,West Midlands,10/08/2021,600057
E12000005,West Midlands,09/08/2021,597204
E12000005,West Midlands,08/08/2021,594060
E12000005,West Midlands,07/08/2021,591977
E12000005,West Midlands,06/08/2021,590001
E12000005,West Midlands,05/08/2021,587547
E12000005,West Midlands,04/08/2021,584629
E12000005,West Midlands,03/08/2021,581756
E12000005,West Midlands,02/08/2021,579156
E12000005,West Midlands,01/08/2021,576475
E12000005,West Midlands,31/07/2021,574575
E12000005,West Midlands,30/07/2021,572720
E12000005,West Midlands,29/07/2021,570692
E12000005,West Midlands,28/07/2021,568354
E12000005,West Midlands,27/07/2021,565812
E12000005,West Midlands,26/07/2021,563367
E12000005,West Midlands,25/07/2021,560781
E12000005,West Midlands,24/07/2021,558763
E12000005,West Midlands,23/07/2021,556758
E12000005,West Midlands,22/07/2021,554220
E12000005,West Midlands,21/07/2021,551348
E12000005,West Midlands,20/07/2021,548010
E12000005,West Midlands,19/07/2021,544343
E12000005,West Midlands,18/07/2021,539824
E12000005,West Midlands,17/07/2021,536189
E12000005,West Midlands,16/07/2021,532310
E12000005,West Midlands,15/07/2021,526654
E12000005,West Midlands,14/07/2021,520184
E12000005,West Midlands,13/07/2021,514744
E12000005,West Midlands,12/07/2021,509950
E12000005,West Midlands,11/07/2021,505337
E12000005,West Midlands,10/07/2021,502301
E12000005,West Midlands,09/07/2021,499506
E12000005,West Midlands,08/07/2021,496456
E12000005,West Midlands,07/07/2021,493242
E12000005,West Midlands,06/07/2021,489738
E12000005,West Midlands,05/07/2021,486405
E12000005,West Midlands,04/07/2021,483291
E12000005,West Midlands,03/07/2021,481015
E12000005,West Midlands,02/07/2021,478811
E12000005,West Midlands,01/07/2021,476414
E12000005,West Midlands,30/06/2021,473885
E12000005,West Midlands,29/06/2021,471377
E12000005,West Midlands,28/06/2021,469058
E12000005,West Midlands,27/06/2021,466679
E12000005,West Midlands,26/06/2021,465164
E12000005,West Midlands,25/06/2021,463809
E12000005,West Midlands,24/06/2021,462435
E12000005,West Midlands,23/06/2021,460930
E12000005,West Midlands,22/06/2021,459513
E12000005,West Midlands,21/06/2021,458220
E12000005,West Midlands,20/06/2021,457046
E12000005,West Midlands,19/06/2021,456346
E12000005,West Midlands,18/06/2021,455705
E12000005,West Midlands,17/06/2021,454980
E12000005,West Midlands,16/06/2021,454246
E12000005,West Midlands,15/06/2021,453478
E12000005,West Midlands,14/06/2021,452739
E12000005,West Midlands,13/06/2021,452038
E12000005,West Midlands,12/06/2021,451556
E12000005,West Midlands,11/06/2021,451153
E12000005,West Midlands,10/06/2021,450671
E12000005,West Midlands,09/06/2021,450169
E12000005,West Midlands,08/06/2021,449626
E12000005,West Midlands,07/06/2021,449115
E12000005,West Midlands,06/06/2021,448604
E12000005,West Midlands,05/06/2021,448274
E12000005,West Midlands,04/06/2021,447973
E12000005,West Midlands,03/06/2021,447595
E12000005,West Midlands,02/06/2021,447229
E12000005,West Midlands,01/06/2021,446828
E12000005,West Midlands,31/05/2021,446489
E12000005,West Midlands,30/05/2021,446231
E12000005,West Midlands,29/05/2021,446029
E12000005,West Midlands,28/05/2021,445837
E12000005,West Midlands,27/05/2021,445597
E12000005,West Midlands,26/05/2021,445418
E12000005,West Midlands,25/05/2021,445179
E12000005,West Midlands,24/05/2021,444948
E12000005,West Midlands,23/05/2021,444729
E12000005,West Midlands,22/05/2021,444601
E12000005,West Midlands,21/05/2021,444490
E12000005,West Midlands,20/05/2021,444349
E12000005,West Midlands,19/05/2021,444211
E12000005,West Midlands,18/05/2021,444049
E12000005,West Midlands,17/05/2021,443880
E12000005,West Midlands,16/05/2021,443688
E12000005,West Midlands,15/05/2021,443587
E12000005,West Midlands,14/05/2021,443479
E12000005,West Midlands,13/05/2021,443363
E12000005,West Midlands,12/05/2021,443221
E12000005,West Midlands,11/05/2021,443075
E12000005,West Midlands,10/05/2021,442938
E12000005,West Midlands,09/05/2021,442756
E12000005,West Midlands,08/05/2021,442593
E12000005,West Midlands,07/05/2021,442490
E12000005,West Midlands,06/05/2021,442382
E12000005,West Midlands,05/05/2021,442235
E12000005,West Midlands,04/05/2021,442046
E12000005,West Midlands,03/05/2021,441847
E12000005,West Midlands,02/05/2021,441683
E12000005,West Midlands,01/05/2021,441575
E12000005,West Midlands,30/04/2021,441479
E12000005,West Midlands,29/04/2021,441312
E12000005,West Midlands,28/04/2021,441141
E12000005,West Midlands,27/04/2021,440937
E12000005,West Midlands,26/04/2021,440782
E12000005,West Midlands,25/04/2021,440551
E12000005,West Midlands,24/04/2021,440370
E12000005,West Midlands,23/04/2021,440252
E12000005,West Midlands,22/04/2021,440096
E12000005,West Midlands,21/04/2021,439908
E12000005,West Midlands,20/04/2021,439664
E12000005,West Midlands,19/04/2021,439469
E12000005,West Midlands,18/04/2021,439247
E12000005,West Midlands,17/04/2021,439002
E12000005,West Midlands,16/04/2021,438842
E12000005,West Midlands,15/04/2021,438654
E12000005,West Midlands,14/04/2021,438460
E12000005,West Midlands,13/04/2021,438261
E12000005,West Midlands,12/04/2021,438035
E12000005,West Midlands,11/04/2021,437806
E12000005,West Midlands,10/04/2021,437629
E12000005,West Midlands,09/04/2021,437446
E12000005,West Midlands,08/04/2021,437180
E12000005,West Midlands,07/04/2021,436918
E12000005,West Midlands,06/04/2021,436652
E12000005,West Midlands,05/04/2021,436376
E12000005,West Midlands,04/04/2021,436144
E12000005,West Midlands,03/04/2021,435917
E12000005,West Midlands,02/04/2021,435708
E12000005,West Midlands,01/04/2021,435478
E12000005,West Midlands,31/03/2021,435143
E12000005,West Midlands,30/03/2021,434729
E12000005,West Midlands,29/03/2021,434342
E12000005,West Midlands,28/03/2021,433955
E12000005,West Midlands,27/03/2021,433422
E12000005,West Midlands,26/03/2021,433079
E12000005,West Midlands,25/03/2021,432659
E12000005,West Midlands,24/03/2021,432104
E12000005,West Midlands,23/03/2021,431466
E12000005,West Midlands,22/03/2021,430923
E12000005,West Midlands,21/03/2021,430264
E12000005,West Midlands,20/03/2021,429676
E12000005,West Midlands,19/03/2021,429259
E12000005,West Midlands,18/03/2021,428756
E12000005,West Midlands,17/03/2021,428241
E12000005,West Midlands,16/03/2021,427606
E12000005,West Midlands,15/03/2021,426969
E12000005,West Midlands,14/03/2021,426217
E12000005,West Midlands,13/03/2021,425735
E12000005,West Midlands,12/03/2021,425319
E12000005,West Midlands,11/03/2021,424740
E12000005,West Midlands,10/03/2021,424177
E12000005,West Midlands,09/03/2021,423520
E12000005,West Midlands,08/03/2021,422911
E12000005,West Midlands,07/03/2021,422173
E12000005,West Midlands,06/03/2021,421703
E12000005,West Midlands,05/03/2021,421253
E12000005,West Midlands,04/03/2021,420671
E12000005,West Midlands,03/03/2021,420021
E12000005,West Midlands,02/03/2021,419362
E12000005,West Midlands,01/03/2021,418528
E12000005,West Midlands,28/02/2021,417655
E12000005,West Midlands,27/02/2021,417115
E12000005,West Midlands,26/02/2021,416581
E12000005,West Midlands,25/02/2021,415786
E12000005,West Midlands,24/02/2021,414868
E12000005,West Midlands,23/02/2021,413803
E12000005,West Midlands,22/02/2021,412597
E12000005,West Midlands,21/02/2021,411072
E12000005,West Midlands,20/02/2021,410098
E12000005,West Midlands,19/02/2021,409121
E12000005,West Midlands,18/02/2021,407792
E12000005,West Midlands,17/02/2021,406334
E12000005,West Midlands,16/02/2021,404845
E12000005,West Midlands,15/02/2021,403171
E12000005,West Midlands,14/02/2021,401328
E12000005,West Midlands,13/02/2021,400290
E12000005,West Midlands,12/02/2021,399161
E12000005,West Midlands,11/02/2021,397618
E12000005,West Midlands,10/02/2021,396049
E12000005,West Midlands,09/02/2021,394341
E12000005,West Midlands,08/02/2021,392584
E12000005,West Midlands,07/02/2021,390534
E12000005,West Midlands,06/02/2021,389133
E12000005,West Midlands,05/02/2021,387550
E12000005,West Midlands,04/02/2021,385555
E12000005,West Midlands,03/02/2021,383265
E12000005,West Midlands,02/02/2021,380871
E12000005,West Midlands,01/02/2021,378361
E12000005,West Midlands,31/01/2021,375566
E12000005,West Midlands,30/01/2021,373642
E12000005,West Midlands,29/01/2021,371618
E12000005,West Midlands,28/01/2021,368807
E12000005,West Midlands,27/01/2021,365611
E12000005,West Midlands,26/01/2021,362394
E12000005,West Midlands,25/01/2021,358802
E12000005,West Midlands,24/01/2021,355446
E12000005,West Midlands,23/01/2021,354071
E12000005,West Midlands,22/01/2021,351465
E12000005,West Midlands,21/01/2021,347732
E12000005,West Midlands,20/01/2021,343983
E12000005,West Midlands,19/01/2021,339542
E12000005,West Midlands,18/01/2021,334641
E12000005,West Midlands,17/01/2021,329189
E12000005,West Midlands,16/01/2021,325460
E12000005,West Midlands,15/01/2021,321776
E12000005,West Midlands,14/01/2021,316718
E12000005,West Midlands,13/01/2021,311550
E12000005,West Midlands,12/01/2021,306164
E12000005,West Midlands,11/01/2021,300535
E12000005,West Midlands,10/01/2021,294474
E12000005,West Midlands,09/01/2021,290538
E12000005,West Midlands,08/01/2021,286463
E12000005,West Midlands,07/01/2021,281709
E12000005,West Midlands,06/01/2021,276771
E12000005,West Midlands,05/01/2021,271015
E12000005,West Midlands,04/01/2021,264946
E12000005,West Midlands,03/01/2021,257577
E12000005,West Midlands,02/01/2021,252593
E12000005,West Midlands,01/01/2021,246803
E12000005,West Midlands,31/12/2020,243729
E12000005,West Midlands,30/12/2020,239030
E12000005,West Midlands,29/12/2020,233004
E12000005,West Midlands,28/12/2020,226770
E12000005,West Midlands,27/12/2020,223577
E12000005,West Midlands,26/12/2020,220343
E12000005,West Midlands,25/12/2020,217683
E12000005,West Midlands,24/12/2020,216648
E12000005,West Midlands,23/12/2020,214476
E12000005,West Midlands,22/12/2020,211679
E12000005,West Midlands,21/12/2020,208800
E12000005,West Midlands,20/12/2020,205754
E12000005,West Midlands,19/12/2020,203478
E12000005,West Midlands,18/12/2020,201810
E12000005,West Midlands,17/12/2020,199693
E12000005,West Midlands,16/12/2020,197519
E12000005,West Midlands,15/12/2020,195425
E12000005,West Midlands,14/12/2020,193126
E12000005,West Midlands,13/12/2020,190692
E12000005,West Midlands,12/12/2020,189337
E12000005,West Midlands,11/12/2020,187979
E12000005,West Midlands,10/12/2020,186202
E12000005,West Midlands,09/12/2020,184506
E12000005,West Midlands,08/12/2020,182816
E12000005,West Midlands,07/12/2020,181054
E12000005,West Midlands,06/12/2020,179274
E12000005,West Midlands,05/12/2020,178120
E12000005,West Midlands,04/12/2020,176996
E12000005,West Midlands,03/12/2020,175577
E12000005,West Midlands,02/12/2020,174192
E12000005,West Midlands,01/12/2020,172690
E12000005,West Midlands,30/11/2020,171127
E12000005,West Midlands,29/11/2020,169388
E12000005,West Midlands,28/11/2020,168243
E12000005,West Midlands,27/11/2020,167086
E12000005,West Midlands,26/11/2020,165506
E12000005,West Midlands,25/11/2020,163778
E12000005,West Midlands,24/11/2020,161827
E12000005,West Midlands,23/11/2020,159767
E12000005,West Midlands,22/11/2020,157469
E12000005,West Midlands,21/11/2020,155965
E12000005,West Midlands,20/11/2020,154342
E12000005,West Midlands,19/11/2020,151993
E12000005,West Midlands,18/11/2020,149577
E12000005,West Midlands,17/11/2020,146913
E12000005,West Midlands,16/11/2020,143832
E12000005,West Midlands,15/11/2020,140373
E12000005,West Midlands,14/11/2020,138325
E12000005,West Midlands,13/11/2020,135934
E12000005,West Midlands,12/11/2020,132840
E12000005,West Midlands,11/11/2020,129677
E12000005,West Midlands,10/11/2020,126064
E12000005,West Midlands,09/11/2020,122379
E12000005,West Midlands,08/11/2020,118378
E12000005,West Midlands,07/11/2020,115890
E12000005,West Midlands,06/11/2020,113570
E12000005,West Midlands,05/11/2020,110736
E12000005,West Midlands,04/11/2020,107850
E12000005,West Midlands,03/11/2020,105065
E12000005,West Midlands,02/11/2020,101910
E12000005,West Midlands,01/11/2020,98193
E12000005,West Midlands,31/10/2020,96548
E12000005,West Midlands,30/10/2020,94572
E12000005,West Midlands,29/10/2020,91959
E12000005,West Midlands,28/10/2020,89426
E12000005,West Midlands,27/10/2020,86835
E12000005,West Midlands,26/10/2020,84370
E12000005,West Midlands,25/10/2020,81716
E12000005,West Midlands,24/10/2020,80109
E12000005,West Midlands,23/10/2020,78545
E12000005,West Midlands,22/10/2020,76492
E12000005,West Midlands,21/10/2020,74357
E12000005,West Midlands,20/10/2020,72099
E12000005,West Midlands,19/10/2020,69787
E12000005,West Midlands,18/10/2020,67557
E12000005,West Midlands,17/10/2020,66353
E12000005,West Midlands,16/10/2020,65098
E12000005,West Midlands,15/10/2020,63452
E12000005,West Midlands,14/10/2020,61842
E12000005,West Midlands,13/10/2020,60244
E12000005,West Midlands,12/10/2020,58735
E12000005,West Midlands,11/10/2020,57207
E12000005,West Midlands,10/10/2020,56279
E12000005,West Midlands,09/10/2020,55353
E12000005,West Midlands,08/10/2020,54151
E12000005,West Midlands,07/10/2020,52864
E12000005,West Midlands,06/10/2020,51638
E12000005,West Midlands,05/10/2020,50410
E12000005,West Midlands,04/10/2020,49234
E12000005,West Midlands,03/10/2020,48539
E12000005,West Midlands,02/10/2020,47781
E12000005,West Midlands,01/10/2020,46829
E12000005,West Midlands,30/09/2020,45931
E12000005,West Midlands,29/09/2020,44988
E12000005,West Midlands,28/09/2020,44221
E12000005,West Midlands,27/09/2020,43521
E12000005,West Midlands,26/09/2020,43021
E12000005,West Midlands,25/09/2020,42451
E12000005,West Midlands,24/09/2020,41846
E12000005,West Midlands,23/09/2020,41151
E12000005,West Midlands,22/09/2020,40458
E12000005,West Midlands,21/09/2020,39846
E12000005,West Midlands,20/09/2020,39196
E12000005,West Midlands,19/09/2020,38587
E12000005,West Midlands,18/09/2020,37999
E12000005,West Midlands,17/09/2020,37413
E12000005,West Midlands,16/09/2020,36900
E12000005,West Midlands,15/09/2020,36433
E12000005,West Midlands,14/09/2020,36076
E12000005,West Midlands,13/09/2020,35748
E12000005,West Midlands,12/09/2020,35526
E12000005,West Midlands,11/09/2020,35235
E12000005,West Midlands,10/09/2020,34872
E12000005,West Midlands,09/09/2020,34480
E12000005,West Midlands,08/09/2020,34087
E12000005,West Midlands,07/09/2020,33652
E12000005,West Midlands,06/09/2020,33155
E12000005,West Midlands,05/09/2020,32832
E12000005,West Midlands,04/09/2020,32522
E12000005,West Midlands,03/09/2020,32087
E12000005,West Midlands,02/09/2020,31717
E12000005,West Midlands,01/09/2020,31363
E12000005,West Midlands,31/08/2020,31101
E12000005,West Midlands,30/08/2020,30975
E12000005,West Midlands,29/08/2020,30880
E12000005,West Midlands,28/08/2020,30767
E12000005,West Midlands,27/08/2020,30611
E12000005,West Midlands,26/08/2020,30466
E12000005,West Midlands,25/08/2020,30332
E12000005,West Midlands,24/08/2020,30187
E12000005,West Midlands,23/08/2020,30048
E12000005,West Midlands,22/08/2020,29965
E12000005,West Midlands,21/08/2020,29889
E12000005,West Midlands,20/08/2020,29784
E12000005,West Midlands,19/08/2020,29611
E12000005,West Midlands,18/08/2020,29488
E12000005,West Midlands,17/08/2020,29376
E12000005,West Midlands,16/08/2020,29230
E12000005,West Midlands,15/08/2020,29157
E12000005,West Midlands,14/08/2020,29060
E12000005,West Midlands,13/08/2020,28885
E12000005,West Midlands,12/08/2020,28768
E12000005,West Midlands,11/08/2020,28631
E12000005,West Midlands,10/08/2020,28463
E12000005,West Midlands,09/08/2020,28303
E12000005,West Midlands,08/08/2020,28225
E12000005,West Midlands,07/08/2020,28151
E12000005,West Midlands,06/08/2020,28046
E12000005,West Midlands,05/08/2020,27931
E12000005,West Midlands,04/08/2020,27836
E12000005,West Midlands,03/08/2020,27735
E12000005,West Midlands,02/08/2020,27644
E12000005,West Midlands,01/08/2020,27601
E12000005,West Midlands,31/07/2020,27545
E12000005,West Midlands,30/07/2020,27464
E12000005,West Midlands,29/07/2020,27380
E12000005,West Midlands,28/07/2020,27285
E12000005,West Midlands,27/07/2020,27196
E12000005,West Midlands,26/07/2020,27119
E12000005,West Midlands,25/07/2020,27053
E12000005,West Midlands,24/07/2020,26986
E12000005,West Midlands,23/07/2020,26906
E12000005,West Midlands,22/07/2020,26816
E12000005,West Midlands,21/07/2020,26736
E12000005,West Midlands,20/07/2020,26657
E12000005,West Midlands,19/07/2020,26573
E12000005,West Midlands,18/07/2020,26531
E12000005,West Midlands,17/07/2020,26479
E12000005,West Midlands,16/07/2020,26411
E12000005,West Midlands,15/07/2020,26344
E12000005,West Midlands,14/07/2020,26236
E12000005,West Midlands,13/07/2020,26164
E12000005,West Midlands,12/07/2020,26085
E12000005,West Midlands,11/07/2020,26047
E12000005,West Midlands,10/07/2020,26006
E12000005,West Midlands,09/07/2020,25962
E12000005,West Midlands,08/07/2020,25839
E12000005,West Midlands,07/07/2020,25772
E12000005,West Midlands,06/07/2020,25712
E12000005,West Midlands,05/07/2020,25658
E12000005,West Midlands,04/07/2020,25622
E12000005,West Midlands,03/07/2020,25599
E12000005,West Midlands,02/07/2020,25560
E12000005,West Midlands,01/07/2020,25505
E12000005,West Midlands,30/06/2020,25455
E12000005,West Midlands,29/06/2020,25403
E12000005,West Midlands,28/06/2020,25347
E12000005,West Midlands,27/06/2020,25320
E12000005,West Midlands,26/06/2020,25276
E12000005,West Midlands,25/06/2020,25208
E12000005,West Midlands,24/06/2020,25152
E12000005,West Midlands,23/06/2020,25100
E12000005,West Midlands,22/06/2020,25048
E12000005,West Midlands,21/06/2020,24980
E12000005,West Midlands,20/06/2020,24944
E12000005,West Midlands,19/06/2020,24896
E12000005,West Midlands,18/06/2020,24843
E12000005,West Midlands,17/06/2020,24761
E12000005,West Midlands,16/06/2020,24682
E12000005,West Midlands,15/06/2020,24576
E12000005,West Midlands,14/06/2020,24473
E12000005,West Midlands,13/06/2020,24397
E12000005,West Midlands,12/06/2020,24312
E12000005,West Midlands,11/06/2020,24233
E12000005,West Midlands,10/06/2020,24141
E12000005,West Midlands,09/06/2020,24049
E12000005,West Midlands,08/06/2020,23947
E12000005,West Midlands,07/06/2020,23829
E12000005,West Midlands,06/06/2020,23764
E12000005,West Midlands,05/06/2020,23686
E12000005,West Midlands,04/06/2020,23585
E12000005,West Midlands,03/06/2020,23449
E12000005,West Midlands,02/06/2020,23322
E12000005,West Midlands,01/06/2020,23196
E12000005,West Midlands,31/05/2020,23073
E12000005,West Midlands,30/05/2020,22995
E12000005,West Midlands,29/05/2020,22881
E12000005,West Midlands,28/05/2020,22725
E12000005,West Midlands,27/05/2020,22570
E12000005,West Midlands,26/05/2020,22376
E12000005,West Midlands,25/05/2020,22225
E12000005,West Midlands,24/05/2020,22084
E12000005,West Midlands,23/05/2020,21947
E12000005,West Midlands,22/05/2020,21797
E12000005,West Midlands,21/05/2020,21600
E12000005,West Midlands,20/05/2020,21372
E12000005,West Midlands,19/05/2020,21113
E12000005,West Midlands,18/05/2020,20820
E12000005,West Midlands,17/05/2020,20599
E12000005,West Midlands,16/05/2020,20423
E12000005,West Midlands,15/05/2020,20242
E12000005,West Midlands,14/05/2020,19973
E12000005,West Midlands,13/05/2020,19713
E12000005,West Midlands,12/05/2020,19469
E12000005,West Midlands,11/05/2020,19155
E12000005,West Midlands,10/05/2020,18902
E12000005,West Midlands,09/05/2020,18683
E12000005,West Midlands,08/05/2020,18518
E12000005,West Midlands,07/05/2020,18177
E12000005,West Midlands,06/05/2020,17808
E12000005,West Midlands,05/05/2020,17491
E12000005,West Midlands,04/05/2020,17168
E12000005,West Midlands,03/05/2020,16925
E12000005,West Midlands,02/05/2020,16627
E12000005,West Midlands,01/05/2020,16304
E12000005,West Midlands,30/04/2020,15834
E12000005,West Midlands,29/04/2020,15379
E12000005,West Midlands,28/04/2020,14932
E12000005,West Midlands,27/04/2020,14554
E12000005,West Midlands,26/04/2020,14134
E12000005,West Midlands,25/04/2020,13819
E12000005,West Midlands,24/04/2020,13433
E12000005,West Midlands,23/04/2020,12949
E12000005,West Midlands,22/04/2020,12398
E12000005,West Midlands,21/04/2020,11819
E12000005,West Midlands,20/04/2020,11323
E12000005,West Midlands,19/04/2020,10915
E12000005,West Midlands,18/04/2020,10571
E12000005,West Midlands,17/04/2020,10019
E12000005,West Midlands,16/04/2020,9568
E12000005,West Midlands,15/04/2020,9054
E12000005,West Midlands,14/04/2020,8660
E12000005,West Midlands,13/04/2020,8330
E12000005,West Midlands,12/04/2020,8040
E12000005,West Midlands,11/04/2020,7795
E12000005,West Midlands,10/04/2020,7541
E12000005,West Midlands,09/04/2020,7180
E12000005,West Midlands,08/04/2020,6829
