areaCode,areaName,date,cumCasesBySpecimenDate
E12000001,North East,11/01/2023,1030426
E12000001,North East,10/01/2023,1030361
E12000001,North East,09/01/2023,1030226
E12000001,North East,08/01/2023,1030064
E12000001,North East,07/01/2023,1029942
E12000001,North East,06/01/2023,1029807
E12000001,North East,05/01/2023,1029605
E12000001,North East,04/01/2023,1029394
E12000001,North East,03/01/2023,1029169
E12000001,North East,02/01/2023,1028866
E12000001,North East,01/01/2023,1028680
E12000001,North East,31/12/2022,1028556
E12000001,North East,30/12/2022,1028395
E12000001,North East,29/12/2022,1028146
E12000001,North East,28/12/2022,1027792
E12000001,North East,27/12/2022,1027472
E12000001,North East,26/12/2022,1027235
E12000001,North East,25/12/2022,1027071
E12000001,North East,24/12/2022,1026942
E12000001,North East,23/12/2022,1026797
E12000001,North East,22/12/2022,1026632
E12000001,North East,21/12/2022,1026413
E12000001,North East,20/12/2022,1026140
E12000001,North East,19/12/2022,1025831
E12000001,North East,18/12/2022,1025566
E12000001,North East,17/12/2022,1025392
E12000001,North East,16/12/2022,1025252
E12000001,North East,15/12/2022,1025046
E12000001,North East,14/12/2022,1024829
E12000001,North East,13/12/2022,1024589
E12000001,North East,12/12/2022,1024376
E12000001,North East,11/12/2022,1024163
E12000001,North East,10/12/2022,1023988
E12000001,North East,09/12/2022,1023863
E12000001,North East,08/12/2022,1023719
E12000001,North East,07/12/2022,1023558
E12000001,North East,06/12/2022,1023382
E12000001,North East,05/12/2022,1023196
E12000001,North East,04/12/2022,1022964
E12000001,North East,03/12/2022,1022817
E12000001,North East,02/12/2022,1022725
E12000001,North East,01/12/2022,1022592
E12000001,North East,30/11/2022,1022435
E12000001,North East,29/11/2022,1022258
E12000001,North East,28/11/2022,1022100
E12000001,North East,27/11/2022,1021923
E12000001,North East,26/11/2022,1021783
E12000001,North East,25/11/2022,1021704
E12000001,North East,24/11/2022,1021603
E12000001,North East,23/11/2022,1021465
E12000001,North East,22/11/2022,1021344
E12000001,North East,21/11/2022,1021193
E12000001,North East,20/11/2022,1021061
E12000001,North East,19/11/2022,1020969
E12000001,North East,18/11/2022,1020867
E12000001,North East,17/11/2022,1020762
E12000001,North East,16/11/2022,1020625
E12000001,North East,15/11/2022,1020503
E12000001,North East,14/11/2022,1020385
E12000001,North East,13/11/2022,1020228
E12000001,North East,12/11/2022,1020094
E12000001,North East,11/11/2022,1020000
E12000001,North East,10/11/2022,1019883
E12000001,North East,09/11/2022,1019754
E12000001,North East,08/11/2022,1019573
E12000001,North East,07/11/2022,1019424
E12000001,North East,06/11/2022,1019247
E12000001,North East,05/11/2022,1019103
E12000001,North East,04/11/2022,1018993
E12000001,North East,03/11/2022,1018867
E12000001,North East,02/11/2022,1018721
E12000001,North East,01/11/2022,1018503
E12000001,North East,31/10/2022,1018292
E12000001,North East,30/10/2022,1018069
E12000001,North East,29/10/2022,1017886
E12000001,North East,28/10/2022,1017759
E12000001,North East,27/10/2022,1017549
E12000001,North East,26/10/2022,1017356
E12000001,North East,25/10/2022,1017079
E12000001,North East,24/10/2022,1016804
E12000001,North East,23/10/2022,1016487
E12000001,North East,22/10/2022,1016218
E12000001,North East,21/10/2022,1016005
E12000001,North East,20/10/2022,1015712
E12000001,North East,19/10/2022,1015435
E12000001,North East,18/10/2022,1015108
E12000001,North East,17/10/2022,1014707
E12000001,North East,16/10/2022,1014251
E12000001,North East,15/10/2022,1013916
E12000001,North East,14/10/2022,1013656
E12000001,North East,13/10/2022,1013350
E12000001,North East,12/10/2022,1012993
E12000001,North East,11/10/2022,1012659
E12000001,North East,10/10/2022,1012253
E12000001,North East,09/10/2022,1011788
E12000001,North East,08/10/2022,1011381
E12000001,North East,07/10/2022,1011063
E12000001,North East,06/10/2022,1010666
E12000001,North East,05/10/2022,1010225
E12000001,North East,04/10/2022,1009768
E12000001,North East,03/10/2022,1009319
E12000001,North East,02/10/2022,1008839
E12000001,North East,01/10/2022,1008447
E12000001,North East,30/09/2022,1008140
E12000001,North East,29/09/2022,1007772
E12000001,North East,28/09/2022,1007368
E12000001,North East,27/09/2022,1006947
E12000001,North East,26/09/2022,1006496
E12000001,North East,25/09/2022,1006056
E12000001,North East,24/09/2022,1005721
E12000001,North East,23/09/2022,1005445
E12000001,North East,22/09/2022,1005129
E12000001,North East,21/09/2022,1004752
E12000001,North East,20/09/2022,1004405
E12000001,North East,19/09/2022,1003986
E12000001,North East,18/09/2022,1003688
E12000001,North East,17/09/2022,1003485
E12000001,North East,16/09/2022,1003333
E12000001,North East,15/09/2022,1003130
E12000001,North East,14/09/2022,1002877
E12000001,North East,13/09/2022,1002578
E12000001,North East,12/09/2022,1002316
E12000001,North East,11/09/2022,1002039
E12000001,North East,10/09/2022,1001813
E12000001,North East,09/09/2022,1001673
E12000001,North East,08/09/2022,1001511
E12000001,North East,07/09/2022,1001304
E12000001,North East,06/09/2022,1001116
E12000001,North East,05/09/2022,1000910
E12000001,North East,04/09/2022,1000649
E12000001,North East,03/09/2022,1000453
E12000001,North East,02/09/2022,1000294
E12000001,North East,01/09/2022,1000150
E12000001,North East,31/08/2022,999975
E12000001,North East,30/08/2022,999800
E12000001,North East,29/08/2022,999566
E12000001,North East,28/08/2022,999352
E12000001,North East,27/08/2022,999214
E12000001,North East,26/08/2022,999079
E12000001,North East,25/08/2022,998922
E12000001,North East,24/08/2022,998753
E12000001,North East,23/08/2022,998535
E12000001,North East,22/08/2022,998325
E12000001,North East,21/08/2022,998100
E12000001,North East,20/08/2022,997900
E12000001,North East,19/08/2022,997780
E12000001,North East,18/08/2022,997636
E12000001,North East,17/08/2022,997446
E12000001,North East,16/08/2022,997229
E12000001,North East,15/08/2022,997008
E12000001,North East,14/08/2022,996733
E12000001,North East,13/08/2022,996483
E12000001,North East,12/08/2022,996296
E12000001,North East,11/08/2022,996051
E12000001,North East,10/08/2022,995828
E12000001,North East,09/08/2022,995516
E12000001,North East,08/08/2022,995176
E12000001,North East,07/08/2022,994857
E12000001,North East,06/08/2022,994572
E12000001,North East,05/08/2022,994335
E12000001,North East,04/08/2022,994007
E12000001,North East,03/08/2022,993660
E12000001,North East,02/08/2022,993309
E12000001,North East,01/08/2022,992938
E12000001,North East,31/07/2022,992454
E12000001,North East,30/07/2022,992064
E12000001,North East,29/07/2022,991766
E12000001,North East,28/07/2022,991426
E12000001,North East,27/07/2022,991038
E12000001,North East,26/07/2022,990587
E12000001,North East,25/07/2022,990118
E12000001,North East,24/07/2022,989574
E12000001,North East,23/07/2022,989071
E12000001,North East,22/07/2022,988654
E12000001,North East,21/07/2022,988142
E12000001,North East,20/07/2022,987567
E12000001,North East,19/07/2022,986880
E12000001,North East,18/07/2022,986203
E12000001,North East,17/07/2022,985378
E12000001,North East,16/07/2022,984650
E12000001,North East,15/07/2022,984024
E12000001,North East,14/07/2022,983290
E12000001,North East,13/07/2022,982442
E12000001,North East,12/07/2022,981469
E12000001,North East,11/07/2022,980368
E12000001,North East,10/07/2022,979214
E12000001,North East,09/07/2022,978238
E12000001,North East,08/07/2022,977425
E12000001,North East,07/07/2022,976497
E12000001,North East,06/07/2022,975512
E12000001,North East,05/07/2022,974415
E12000001,North East,04/07/2022,973262
E12000001,North East,03/07/2022,972020
E12000001,North East,02/07/2022,970998
E12000001,North East,01/07/2022,970183
E12000001,North East,30/06/2022,969317
E12000001,North East,29/06/2022,968429
E12000001,North East,28/06/2022,967515
E12000001,North East,27/06/2022,966476
E12000001,North East,26/06/2022,965515
E12000001,North East,25/06/2022,964608
E12000001,North East,24/06/2022,963902
E12000001,North East,23/06/2022,963084
E12000001,North East,22/06/2022,962298
E12000001,North East,21/06/2022,961481
E12000001,North East,20/06/2022,960543
E12000001,North East,19/06/2022,959648
E12000001,North East,18/06/2022,958903
E12000001,North East,17/06/2022,958380
E12000001,North East,16/06/2022,957758
E12000001,North East,15/06/2022,957178
E12000001,North East,14/06/2022,956529
E12000001,North East,13/06/2022,955851
E12000001,North East,12/06/2022,955150
E12000001,North East,11/06/2022,954572
E12000001,North East,10/06/2022,954157
E12000001,North East,09/06/2022,953708
E12000001,North East,08/06/2022,953221
E12000001,North East,07/06/2022,952682
E12000001,North East,06/06/2022,952213
E12000001,North East,05/06/2022,951692
E12000001,North East,04/06/2022,951272
E12000001,North East,03/06/2022,950979
E12000001,North East,02/06/2022,950714
E12000001,North East,01/06/2022,950483
E12000001,North East,31/05/2022,950235
E12000001,North East,30/05/2022,949991
E12000001,North East,29/05/2022,949705
E12000001,North East,28/05/2022,949477
E12000001,North East,27/05/2022,949296
E12000001,North East,26/05/2022,949074
E12000001,North East,25/05/2022,948838
E12000001,North East,24/05/2022,948554
E12000001,North East,23/05/2022,948281
E12000001,North East,22/05/2022,947968
E12000001,North East,21/05/2022,947660
E12000001,North East,20/05/2022,947455
E12000001,North East,19/05/2022,947204
E12000001,North East,18/05/2022,946891
E12000001,North East,17/05/2022,946562
E12000001,North East,16/05/2022,946200
E12000001,North East,15/05/2022,945784
E12000001,North East,14/05/2022,945392
E12000001,North East,13/05/2022,945112
E12000001,North East,12/05/2022,944790
E12000001,North East,11/05/2022,944458
E12000001,North East,10/05/2022,944081
E12000001,North East,09/05/2022,943607
E12000001,North East,08/05/2022,943059
E12000001,North East,07/05/2022,942672
E12000001,North East,06/05/2022,942333
E12000001,North East,05/05/2022,941927
E12000001,North East,04/05/2022,941432
E12000001,North East,03/05/2022,940850
E12000001,North East,02/05/2022,940192
E12000001,North East,01/05/2022,939585
E12000001,North East,30/04/2022,939167
E12000001,North East,29/04/2022,938759
E12000001,North East,28/04/2022,938280
E12000001,North East,27/04/2022,937740
E12000001,North East,26/04/2022,937163
E12000001,North East,25/04/2022,936507
E12000001,North East,24/04/2022,935719
E12000001,North East,23/04/2022,934937
E12000001,North East,22/04/2022,934314
E12000001,North East,21/04/2022,933564
E12000001,North East,20/04/2022,932675
E12000001,North East,19/04/2022,931724
E12000001,North East,18/04/2022,930592
E12000001,North East,17/04/2022,929480
E12000001,North East,16/04/2022,928515
E12000001,North East,15/04/2022,927562
E12000001,North East,14/04/2022,926624
E12000001,North East,13/04/2022,925491
E12000001,North East,12/04/2022,924119
E12000001,North East,11/04/2022,922680
E12000001,North East,10/04/2022,921054
E12000001,North East,09/04/2022,919746
E12000001,North East,08/04/2022,918553
E12000001,North East,07/04/2022,917185
E12000001,North East,06/04/2022,915492
E12000001,North East,05/04/2022,913526
E12000001,North East,04/04/2022,911325
E12000001,North East,03/04/2022,909069
E12000001,North East,02/04/2022,907150
E12000001,North East,01/04/2022,905589
E12000001,North East,31/03/2022,903561
E12000001,North East,30/03/2022,901264
E12000001,North East,29/03/2022,898115
E12000001,North East,28/03/2022,894787
E12000001,North East,27/03/2022,890838
E12000001,North East,26/03/2022,888089
E12000001,North East,25/03/2022,885715
E12000001,North East,24/03/2022,883092
E12000001,North East,23/03/2022,880090
E12000001,North East,22/03/2022,876670
E12000001,North East,21/03/2022,873010
E12000001,North East,20/03/2022,869256
E12000001,North East,19/03/2022,866519
E12000001,North East,18/03/2022,864465
E12000001,North East,17/03/2022,862260
E12000001,North East,16/03/2022,859860
E12000001,North East,15/03/2022,857161
E12000001,North East,14/03/2022,854542
E12000001,North East,13/03/2022,851751
E12000001,North East,12/03/2022,849767
E12000001,North East,11/03/2022,848180
E12000001,North East,10/03/2022,846569
E12000001,North East,09/03/2022,844910
E12000001,North East,08/03/2022,843248
E12000001,North East,07/03/2022,841561
E12000001,North East,06/03/2022,839983
E12000001,North East,05/03/2022,838868
E12000001,North East,04/03/2022,838106
E12000001,North East,03/03/2022,837189
E12000001,North East,02/03/2022,836129
E12000001,North East,01/03/2022,835028
E12000001,North East,28/02/2022,833950
E12000001,North East,27/02/2022,832836
E12000001,North East,26/02/2022,832035
E12000001,North East,25/02/2022,831385
E12000001,North East,24/02/2022,830701
E12000001,North East,23/02/2022,829939
E12000001,North East,22/02/2022,829006
E12000001,North East,21/02/2022,828083
E12000001,North East,20/02/2022,827047
E12000001,North East,19/02/2022,826211
E12000001,North East,18/02/2022,825432
E12000001,North East,17/02/2022,824442
E12000001,North East,16/02/2022,823199
E12000001,North East,15/02/2022,821720
E12000001,North East,14/02/2022,820247
E12000001,North East,13/02/2022,818596
E12000001,North East,12/02/2022,817322
E12000001,North East,11/02/2022,816219
E12000001,North East,10/02/2022,814844
E12000001,North East,09/02/2022,813323
E12000001,North East,08/02/2022,811426
E12000001,North East,07/02/2022,809280
E12000001,North East,06/02/2022,806944
E12000001,North East,05/02/2022,805074
E12000001,North East,04/02/2022,803439
E12000001,North East,03/02/2022,801329
E12000001,North East,02/02/2022,798773
E12000001,North East,01/02/2022,795826
E12000001,North East,31/01/2022,792436
E12000001,North East,30/01/2022,788708
E12000001,North East,29/01/2022,785571
E12000001,North East,28/01/2022,783260
E12000001,North East,27/01/2022,780302
E12000001,North East,26/01/2022,776613
E12000001,North East,25/01/2022,772252
E12000001,North East,24/01/2022,767456
E12000001,North East,23/01/2022,762108
E12000001,North East,22/01/2022,757618
E12000001,North East,21/01/2022,754047
E12000001,North East,20/01/2022,749696
E12000001,North East,19/01/2022,744717
E12000001,North East,18/01/2022,738910
E12000001,North East,17/01/2022,732593
E12000001,North East,16/01/2022,725321
E12000001,North East,15/01/2022,719772
E12000001,North East,14/01/2022,715258
E12000001,North East,13/01/2022,710029
E12000001,North East,12/01/2022,704224
E12000001,North East,11/01/2022,697691
E12000001,North East,10/01/2022,690201
E12000001,North East,09/01/2022,681764
E12000001,North East,08/01/2022,675626
E12000001,North East,07/01/2022,669640
E12000001,North East,06/01/2022,661088
E12000001,North East,05/01/2022,649523
E12000001,North East,04/01/2022,634752
E12000001,North East,03/01/2022,617623
E12000001,North East,02/01/2022,604054
E12000001,North East,01/01/2022,594538
E12000001,North East,31/12/2021,588288
E12000001,North East,30/12/2021,578588
E12000001,North East,29/12/2021,567713
E12000001,North East,28/12/2021,556496
E12000001,North East,27/12/2021,548630
E12000001,North East,26/12/2021,542463
E12000001,North East,25/12/2021,538383
E12000001,North East,24/12/2021,536203
E12000001,North East,23/12/2021,532102
E12000001,North East,22/12/2021,527652
E12000001,North East,21/12/2021,523472
E12000001,North East,20/12/2021,520107
E12000001,North East,19/12/2021,517216
E12000001,North East,18/12/2021,515337
E12000001,North East,17/12/2021,513581
E12000001,North East,16/12/2021,511710
E12000001,North East,15/12/2021,509728
E12000001,North East,14/12/2021,507531
E12000001,North East,13/12/2021,505468
E12000001,North East,12/12/2021,503403
E12000001,North East,11/12/2021,502021
E12000001,North East,10/12/2021,500769
E12000001,North East,09/12/2021,499397
E12000001,North East,08/12/2021,497755
E12000001,North East,07/12/2021,496015
E12000001,North East,06/12/2021,494491
E12000001,North East,05/12/2021,492710
E12000001,North East,04/12/2021,491460
E12000001,North East,03/12/2021,490312
E12000001,North East,02/12/2021,488957
E12000001,North East,01/12/2021,487437
E12000001,North East,30/11/2021,485704
E12000001,North East,29/11/2021,483937
E12000001,North East,28/11/2021,482132
E12000001,North East,27/11/2021,480664
E12000001,North East,26/11/2021,479873
E12000001,North East,25/11/2021,478565
E12000001,North East,24/11/2021,477066
E12000001,North East,23/11/2021,475423
E12000001,North East,22/11/2021,473726
E12000001,North East,21/11/2021,471865
E12000001,North East,20/11/2021,470582
E12000001,North East,19/11/2021,469365
E12000001,North East,18/11/2021,467943
E12000001,North East,17/11/2021,466346
E12000001,North East,16/11/2021,464573
E12000001,North East,15/11/2021,462941
E12000001,North East,14/11/2021,461192
E12000001,North East,13/11/2021,459941
E12000001,North East,12/11/2021,458723
E12000001,North East,11/11/2021,457283
E12000001,North East,10/11/2021,455743
E12000001,North East,09/11/2021,454077
E12000001,North East,08/11/2021,452428
E12000001,North East,07/11/2021,450589
E12000001,North East,06/11/2021,449278
E12000001,North East,05/11/2021,448096
E12000001,North East,04/11/2021,446770
E12000001,North East,03/11/2021,445336
E12000001,North East,02/11/2021,443692
E12000001,North East,01/11/2021,441925
E12000001,North East,31/10/2021,439728
E12000001,North East,30/10/2021,437972
E12000001,North East,29/10/2021,436433
E12000001,North East,28/10/2021,434445
E12000001,North East,27/10/2021,432452
E12000001,North East,26/10/2021,430399
E12000001,North East,25/10/2021,428380
E12000001,North East,24/10/2021,426222
E12000001,North East,23/10/2021,424582
E12000001,North East,22/10/2021,423138
E12000001,North East,21/10/2021,421358
E12000001,North East,20/10/2021,419473
E12000001,North East,19/10/2021,417219
E12000001,North East,18/10/2021,415045
E12000001,North East,17/10/2021,412554
E12000001,North East,16/10/2021,410802
E12000001,North East,15/10/2021,409331
E12000001,North East,14/10/2021,407680
E12000001,North East,13/10/2021,405894
E12000001,North East,12/10/2021,403948
E12000001,North East,11/10/2021,401983
E12000001,North East,10/10/2021,399779
E12000001,North East,09/10/2021,398170
E12000001,North East,08/10/2021,396908
E12000001,North East,07/10/2021,395404
E12000001,North East,06/10/2021,393870
E12000001,North East,05/10/2021,392306
E12000001,North East,04/10/2021,390694
E12000001,North East,03/10/2021,388890
E12000001,North East,02/10/2021,387641
E12000001,North East,01/10/2021,386669
E12000001,North East,30/09/2021,385540
E12000001,North East,29/09/2021,384349
E12000001,North East,28/09/2021,383061
E12000001,North East,27/09/2021,381700
E12000001,North East,26/09/2021,380144
E12000001,North East,25/09/2021,378894
E12000001,North East,24/09/2021,377718
E12000001,North East,23/09/2021,376435
E12000001,North East,22/09/2021,374928
E12000001,North East,21/09/2021,373468
E12000001,North East,20/09/2021,371767
E12000001,North East,19/09/2021,370063
E12000001,North East,18/09/2021,368755
E12000001,North East,17/09/2021,367680
E12000001,North East,16/09/2021,366467
E12000001,North East,15/09/2021,365137
E12000001,North East,14/09/2021,363790
E12000001,North East,13/09/2021,362561
E12000001,North East,12/09/2021,361124
E12000001,North East,11/09/2021,360069
E12000001,North East,10/09/2021,359002
E12000001,North East,09/09/2021,357686
E12000001,North East,08/09/2021,356151
E12000001,North East,07/09/2021,354528
E12000001,North East,06/09/2021,352782
E12000001,North East,05/09/2021,350873
E12000001,North East,04/09/2021,349518
E12000001,North East,03/09/2021,348189
E12000001,North East,02/09/2021,346641
E12000001,North East,01/09/2021,345048
E12000001,North East,31/08/2021,343379
E12000001,North East,30/08/2021,341654
E12000001,North East,29/08/2021,340309
E12000001,North East,28/08/2021,339322
E12000001,North East,27/08/2021,338319
E12000001,North East,26/08/2021,337125
E12000001,North East,25/08/2021,335792
E12000001,North East,24/08/2021,334381
E12000001,North East,23/08/2021,332963
E12000001,North East,22/08/2021,331527
E12000001,North East,21/08/2021,330434
E12000001,North East,20/08/2021,329409
E12000001,North East,19/08/2021,328267
E12000001,North East,18/08/2021,327014
E12000001,North East,17/08/2021,325731
E12000001,North East,16/08/2021,324475
E12000001,North East,15/08/2021,323140
E12000001,North East,14/08/2021,322242
E12000001,North East,13/08/2021,321297
E12000001,North East,12/08/2021,320213
E12000001,North East,11/08/2021,319102
E12000001,North East,10/08/2021,317908
E12000001,North East,09/08/2021,316744
E12000001,North East,08/08/2021,315490
E12000001,North East,07/08/2021,314594
E12000001,North East,06/08/2021,313690
E12000001,North East,05/08/2021,312619
E12000001,North East,04/08/2021,311343
E12000001,North East,03/08/2021,310001
E12000001,North East,02/08/2021,308765
E12000001,North East,01/08/2021,307549
E12000001,North East,31/07/2021,306646
E12000001,North East,30/07/2021,305754
E12000001,North East,29/07/2021,304578
E12000001,North East,28/07/2021,303304
E12000001,North East,27/07/2021,301861
E12000001,North East,26/07/2021,300331
E12000001,North East,25/07/2021,298611
E12000001,North East,24/07/2021,297345
E12000001,North East,23/07/2021,295975
E12000001,North East,22/07/2021,294336
E12000001,North East,21/07/2021,292437
E12000001,North East,20/07/2021,290285
E12000001,North East,19/07/2021,287678
E12000001,North East,18/07/2021,284213
E12000001,North East,17/07/2021,281739
E12000001,North East,16/07/2021,279060
E12000001,North East,15/07/2021,275107
E12000001,North East,14/07/2021,270471
E12000001,North East,13/07/2021,266141
E12000001,North East,12/07/2021,261968
E12000001,North East,11/07/2021,257910
E12000001,North East,10/07/2021,254979
E12000001,North East,09/07/2021,252096
E12000001,North East,08/07/2021,248954
E12000001,North East,07/07/2021,245686
E12000001,North East,06/07/2021,241893
E12000001,North East,05/07/2021,238302
E12000001,North East,04/07/2021,234836
E12000001,North East,03/07/2021,232365
E12000001,North East,02/07/2021,230062
E12000001,North East,01/07/2021,227728
E12000001,North East,30/06/2021,225117
E12000001,North East,29/06/2021,222565
E12000001,North East,28/06/2021,220124
E12000001,North East,27/06/2021,217785
E12000001,North East,26/06/2021,216149
E12000001,North East,25/06/2021,214778
E12000001,North East,24/06/2021,213231
E12000001,North East,23/06/2021,211831
E12000001,North East,22/06/2021,210473
E12000001,North East,21/06/2021,209268
E12000001,North East,20/06/2021,208165
E12000001,North East,19/06/2021,207474
E12000001,North East,18/06/2021,206841
E12000001,North East,17/06/2021,206110
E12000001,North East,16/06/2021,205341
E12000001,North East,15/06/2021,204677
E12000001,North East,14/06/2021,204009
E12000001,North East,13/06/2021,203331
E12000001,North East,12/06/2021,202908
E12000001,North East,11/06/2021,202534
E12000001,North East,10/06/2021,202127
E12000001,North East,09/06/2021,201726
E12000001,North East,08/06/2021,201351
E12000001,North East,07/06/2021,201033
E12000001,North East,06/06/2021,200732
E12000001,North East,05/06/2021,200513
E12000001,North East,04/06/2021,200357
E12000001,North East,03/06/2021,200165
E12000001,North East,02/06/2021,199945
E12000001,North East,01/06/2021,199787
E12000001,North East,31/05/2021,199651
E12000001,North East,30/05/2021,199555
E12000001,North East,29/05/2021,199471
E12000001,North East,28/05/2021,199372
E12000001,North East,27/05/2021,199269
E12000001,North East,26/05/2021,199177
E12000001,North East,25/05/2021,199081
E12000001,North East,24/05/2021,198983
E12000001,North East,23/05/2021,198900
E12000001,North East,22/05/2021,198816
E12000001,North East,21/05/2021,198762
E12000001,North East,20/05/2021,198696
E12000001,North East,19/05/2021,198629
E12000001,North East,18/05/2021,198550
E12000001,North East,17/05/2021,198457
E12000001,North East,16/05/2021,198355
E12000001,North East,15/05/2021,198279
E12000001,North East,14/05/2021,198229
E12000001,North East,13/05/2021,198163
E12000001,North East,12/05/2021,198084
E12000001,North East,11/05/2021,198005
E12000001,North East,10/05/2021,197905
E12000001,North East,09/05/2021,197837
E12000001,North East,08/05/2021,197737
E12000001,North East,07/05/2021,197666
E12000001,North East,06/05/2021,197589
E12000001,North East,05/05/2021,197498
E12000001,North East,04/05/2021,197403
E12000001,North East,03/05/2021,197284
E12000001,North East,02/05/2021,197216
E12000001,North East,01/05/2021,197158
E12000001,North East,30/04/2021,197101
E12000001,North East,29/04/2021,197030
E12000001,North East,28/04/2021,196953
E12000001,North East,27/04/2021,196868
E12000001,North East,26/04/2021,196761
E12000001,North East,25/04/2021,196649
E12000001,North East,24/04/2021,196558
E12000001,North East,23/04/2021,196499
E12000001,North East,22/04/2021,196421
E12000001,North East,21/04/2021,196360
E12000001,North East,20/04/2021,196249
E12000001,North East,19/04/2021,196165
E12000001,North East,18/04/2021,196062
E12000001,North East,17/04/2021,195967
E12000001,North East,16/04/2021,195902
E12000001,North East,15/04/2021,195807
E12000001,North East,14/04/2021,195728
E12000001,North East,13/04/2021,195630
E12000001,North East,12/04/2021,195564
E12000001,North East,11/04/2021,195472
E12000001,North East,10/04/2021,195358
E12000001,North East,09/04/2021,195276
E12000001,North East,08/04/2021,195178
E12000001,North East,07/04/2021,195071
E12000001,North East,06/04/2021,194945
E12000001,North East,05/04/2021,194801
E12000001,North East,04/04/2021,194668
E12000001,North East,03/04/2021,194564
E12000001,North East,02/04/2021,194458
E12000001,North East,01/04/2021,194356
E12000001,North East,31/03/2021,194192
E12000001,North East,30/03/2021,193960
E12000001,North East,29/03/2021,193774
E12000001,North East,28/03/2021,193542
E12000001,North East,27/03/2021,193268
E12000001,North East,26/03/2021,193052
E12000001,North East,25/03/2021,192847
E12000001,North East,24/03/2021,192611
E12000001,North East,23/03/2021,192451
E12000001,North East,22/03/2021,192284
E12000001,North East,21/03/2021,191949
E12000001,North East,20/03/2021,191650
E12000001,North East,19/03/2021,191431
E12000001,North East,18/03/2021,191175
E12000001,North East,17/03/2021,190904
E12000001,North East,16/03/2021,190589
E12000001,North East,15/03/2021,190279
E12000001,North East,14/03/2021,189952
E12000001,North East,13/03/2021,189740
E12000001,North East,12/03/2021,189471
E12000001,North East,11/03/2021,189175
E12000001,North East,10/03/2021,188864
E12000001,North East,09/03/2021,188533
E12000001,North East,08/03/2021,188152
E12000001,North East,07/03/2021,187805
E12000001,North East,06/03/2021,187585
E12000001,North East,05/03/2021,187336
E12000001,North East,04/03/2021,187051
E12000001,North East,03/03/2021,186743
E12000001,North East,02/03/2021,186394
E12000001,North East,01/03/2021,186061
E12000001,North East,28/02/2021,185654
E12000001,North East,27/02/2021,185393
E12000001,North East,26/02/2021,185103
E12000001,North East,25/02/2021,184723
E12000001,North East,24/02/2021,184254
E12000001,North East,23/02/2021,183810
E12000001,North East,22/02/2021,183408
E12000001,North East,21/02/2021,182842
E12000001,North East,20/02/2021,182425
E12000001,North East,19/02/2021,182069
E12000001,North East,18/02/2021,181598
E12000001,North East,17/02/2021,181001
E12000001,North East,16/02/2021,180393
E12000001,North East,15/02/2021,179660
E12000001,North East,14/02/2021,178914
E12000001,North East,13/02/2021,178424
E12000001,North East,12/02/2021,177914
E12000001,North East,11/02/2021,177331
E12000001,North East,10/02/2021,176650
E12000001,North East,09/02/2021,175935
E12000001,North East,08/02/2021,175231
E12000001,North East,07/02/2021,174448
E12000001,North East,06/02/2021,173845
E12000001,North East,05/02/2021,173251
E12000001,North East,04/02/2021,172545
E12000001,North East,03/02/2021,171694
E12000001,North East,02/02/2021,170803
E12000001,North East,01/02/2021,169919
E12000001,North East,31/01/2021,168885
E12000001,North East,30/01/2021,168123
E12000001,North East,29/01/2021,167342
E12000001,North East,28/01/2021,166439
E12000001,North East,27/01/2021,165467
E12000001,North East,26/01/2021,164463
E12000001,North East,25/01/2021,163365
E12000001,North East,24/01/2021,162158
E12000001,North East,23/01/2021,161417
E12000001,North East,22/01/2021,160662
E12000001,North East,21/01/2021,159666
E12000001,North East,20/01/2021,158527
E12000001,North East,19/01/2021,157181
E12000001,North East,18/01/2021,155890
E12000001,North East,17/01/2021,154286
E12000001,North East,16/01/2021,153310
E12000001,North East,15/01/2021,152268
E12000001,North East,14/01/2021,151024
E12000001,North East,13/01/2021,149750
E12000001,North East,12/01/2021,148313
E12000001,North East,11/01/2021,146847
E12000001,North East,10/01/2021,145114
E12000001,North East,09/01/2021,144023
E12000001,North East,08/01/2021,142992
E12000001,North East,07/01/2021,141809
E12000001,North East,06/01/2021,140284
E12000001,North East,05/01/2021,138744
E12000001,North East,04/01/2021,136969
E12000001,North East,03/01/2021,134632
E12000001,North East,02/01/2021,132911
E12000001,North East,01/01/2021,131099
E12000001,North East,31/12/2020,130128
E12000001,North East,30/12/2020,128526
E12000001,North East,29/12/2020,126203
E12000001,North East,28/12/2020,123716
E12000001,North East,27/12/2020,122262
E12000001,North East,26/12/2020,120950
E12000001,North East,25/12/2020,119958
E12000001,North East,24/12/2020,119641
E12000001,North East,23/12/2020,118842
E12000001,North East,22/12/2020,117747
E12000001,North East,21/12/2020,116572
E12000001,North East,20/12/2020,115542
E12000001,North East,19/12/2020,114771
E12000001,North East,18/12/2020,114151
E12000001,North East,17/12/2020,113360
E12000001,North East,16/12/2020,112694
E12000001,North East,15/12/2020,111865
E12000001,North East,14/12/2020,110962
E12000001,North East,13/12/2020,110046
E12000001,North East,12/12/2020,109465
E12000001,North East,11/12/2020,108952
E12000001,North East,10/12/2020,108288
E12000001,North East,09/12/2020,107635
E12000001,North East,08/12/2020,106985
E12000001,North East,07/12/2020,106258
E12000001,North East,06/12/2020,105493
E12000001,North East,05/12/2020,104975
E12000001,North East,04/12/2020,104549
