areaCode,areaName,date,cumCasesBySpecimenDate
E12000001,North East,11/01/2023,1030426
E12000002,North West,11/01/2023,2798406
E12000003,Yorkshire and The Humber,11/01/2023,1971476
E12000004,East Midlands,11/01/2023,1746369
E12000005,West Midlands,11/01/2023,2090746
E12000006,East of England,11/01/2023,2249008
E12000007,London,11/01/2023,3122241
E12000008,South East,11/01/2023,3336667
E12000009,South West,11/01/2023,1960687
